title,studio,domestic_gross,foreign_gross,year
The Hedgehog,NEOC,708000.0,12000000.0,2011
Gainsbourg: A Heroic Life,MBOX,233000.0,12000000.0,2011
The Warring States,CL,69000.0,11800000.0,2011
What Women Want (Wo Zhi Nu Run Xin),CL,124000.0,11700000.0,2011
Snow Flower and the Secret Fan,FOXS,1300000.0,10000000.0,2011
Win Win,FOXS,10200000.0,652000.0,2011
Flying Monsters,NGE,5700000.0,5100000.0,2011
City of Life and Death,KINO,123000.0,10600000.0,2011
Le Havre,JAN.,612000.0,9900000.0,2011
Straw Dogs (2011),SGEM,10300000.0,19000000.0,2011
Prom,BV,10100000.0,19000000.0,2011
In a Better World,SPC,1000000.0,8600000.0,2011
Trespass (2011),MNE,24100.0,9600000.0,2011
Saving Private Perez,LGF,1400000.0,7900000.0,2011
Point Blank,MAGN.,708000.0,8500000.0,2011
Winter in Wartime,SPC,543000.0,8700000.0,2011
Barney's Version (U.S. only),SPC,4400000.0,4000000.0,2011
Outrage (2011),MAGN.,44700.0,8400000.0,2011
Senna,PDA,1600000.0,6600000.0,2011
Last Night,TRIB.,99000.0,7600000.0,2011
The Big Year,FOX,7200000.0,244000.0,2011
The Beaver,SUM.,971000.0,6300000.0,2011
Take Me Home Tonight,RELA.,6900000.0,19000000.0,2011
Cedar Rapids,FOXS,6900000.0,19000000.0,2011
The Princess of Montpensier,IFC,352000.0,6400000.0,2011
Cave of Forgotten Dreams,IFC,5300000.0,1200000.0,2011
Sex and Zen 3D: Extreme Ecstasy,CL,153000.0,6200000.0,2011
We Need to Talk About Kevin,OSCI.,1700000.0,4300000.0,2011
Attack the Block,SGEM,1000000.0,4800000.0,2011
Even the Rain,VITA.,518000.0,5300000.0,2011
Young Goethe in Love,MBOX,162000.0,5600000.0,2011
11-11-11,ROCKET,32800.0,5700000.0,2011
Certified Copy,IFC,1400000.0,4099999.0,2011
Thank You (2011),UTV,464000.0,5000000.0,2011
The Company Men,WEIN.,4400000.0,441000.0,2011
Force,FOXS,1400000.0,4800000.0,2011
Tucker & Dale Vs. Evil,MAGN.,224000.0,4500000.0,2011
London Boulevard,IFC,16100.0,4600000.0,2011
Dylan Dog: Dead of Night,OMNI/FSR,1200000.0,3400000.0,2011
The Names of Love,MBOX,514000.0,4099999.0,2011
The Way,PDA,4400000.0,19000000.0,2011
Burke and Hare,IFC,4800.0,4300000.0,2011
King of Devil's Island,FM,7600.0,4200000.0,2011
Bride Flight,MBOX,501000.0,3700000.0,2011
Trollhunter,MAGN.,253000.0,3900000.0,2011
Buck,IFC,4000000.0,19000000.0,2011
Carancho,STRAND,85500.0,3900000.0,2011
Like Crazy,PARV,3400000.0,336000.0,2011
The Double,IMAG.,138000.0,3600000.0,2011
Don 2,RELBIG.,3700000.0,19000000.0,2011
Love Crime,IFC,540000.0,3100000.0,2011
Incendies (U.S. only),SPC,2100000.0,1500000.0,2011
Martha Marcy May Marlene,FOXS,3000000.0,548000.0,2011
The King's Speech (PG-13),WEIN.,3300000.0,19000000.0,2011
Machine Gun Preacher,RELA.,539000.0,2800000.0,2011
The Last Circus,MAGN.,40500.0,3200000.0,2011
From Prada to Nada,LGF,3000000.0,123000.0,2011
Flypaper,IFC,5000.0,3100000.0,2011
Zindagi Na Milegi Dobara,EROS,3100000.0,19000000.0,2011
Take Shelter,SPC,1700000.0,1400000.0,2011
The Greatest Miracle,KKM,555000.0,2500000.0,2011
Rapt,LORB.,45800.0,2900000.0,2011
Pastorela,LGF,161000.0,2700000.0,2011
The Double Hour,GOLD.,1500000.0,1200000.0,2011
Everything Must Go,RATT.,2700000.0,19000000.0,2011
3 (2011),STRAND,60000.0,2600000.0,2011
Oranges and Sunshine,COHEN,143000.0,2400000.0,2011
Ong Bak 3,MAGN.,14900.0,2300000.0,2011
Poetry,KINO,356000.0,1900000.0,2011
The Tree,ZEIT.,71200.0,2100000.0,2011
"The Butcher, the Chef and the Swordsman",CL,47900.0,2000000.0,2011
The Trip (2011),IFC,2000000.0,19000000.0,2011
Armadillo,LORB.,14600.0,2000000.0,2011
Bodyguard,RELBIG.,1800000.0,19000000.0,2011
Brighton Rock,IFC,230000.0,1600000.0,2011
A Somewhat Gentle Man,STRAND,37700.0,1800000.0,2011
The Topp Twins: Untouchable Girls,ARGO.,29300.0,1800000.0,2011
Another Earth,FOXS,1300000.0,456000.0,2011
A Better Life,SUM.,1800000.0,19000000.0,2011
Chalet Girl,IFC,1700.0,1700000.0,2011
Yamla Pagla Deewana,EROS,993000.0,600000.0,2011
Bill Cunningham New York,ZEIT.,1500000.0,19000000.0,2011
The Art of Getting By,FOXS,1400000.0,19000000.0,2011
The Devil's Double,LGF,1400000.0,19000000.0,2011
Uncle Boonmee Who Can Recall His Past Lives,STRAND,184000.0,946000.0,2011
The Whistleblower,GOLD.,1100000.0,19000000.0,2011
Red State,SMOD,1100000.0,19000000.0,2011
London River,LIBRE,7200.0,1100000.0,2011
Desi Boyz,EROS,1100000.0,19000000.0,2011
When We Leave (Die Fremde),OLIVE,19600.0,1100000.0,2011
There Be Dragons,GOLD.,1100000.0,19000000.0,2011
Vanishing on 7th Street,MAGN.,22700.0,1000000.0,2011
Page One: A Year Inside the New York Times,MAGN.,1100000.0,19000000.0,2011
The Time That Remains,IFC,32900.0,1000000.0,2011
Rockstar (2011),EROS,987000.0,19000000.0,2011
Meek's Cutoff,OSCI.,978000.0,19000000.0,2011
Texas Killing Fields,ANCH.,45500.0,912000.0,2011
Ready,EROS,955000.0,19000000.0,2011
Miral,WEIN.,373000.0,527000.0,2011
Submarine,WEIN.,468000.0,397000.0,2011
Higher Ground,SPC,842000.0,19000000.0,2011
Mozart's Sister,MBOX,708000.0,132000.0,2011
Plastic Planet,FRUN,3200.0,836000.0,2011
Chillar Party,UTV,6300.0,826000.0,2011
Mausam,EROS,728000.0,19000000.0,2011
The First Grader,NGE,332000.0,382000.0,2011
Hobo With a Shotgun,MAGN.,703000.0,19000000.0,2011
Tabloid,IFC,697000.0,19000000.0,2011
Dhobi Ghat (Mumbai Diaries),UTV,577000.0,102000.0,2011
Aarakshan (Reservation),RELBIG.,651000.0,19000000.0,2011
POM Wonderful Presents: The Greatest Movie Ever Sold,SPC,638000.0,19000000.0,2011
No One Killed Jessica,UTV,441000.0,193000.0,2011
Korkoro,LORB.,8200.0,619000.0,2011
Blackthorn,MAGN.,201000.0,423000.0,2011
How I Ended This Summer,FM,8700.0,614000.0,2011
The Ledge,IFC,9200.0,602000.0,2011
Heartbeats,IFC,68700.0,520000.0,2011
The Future,RATT.,569000.0,19000000.0,2011
Dum Maaro Dum,FOXS,564000.0,19000000.0,2011
Double Dhamaal,RELBIG.,544000.0,19000000.0,2011
Kaboom,IFC,119000.0,421000.0,2011
Mere Brother Ki Dulhan,YASH,496000.0,19000000.0,2011
Weekend (2011),IFC,485000.0,19000000.0,2011
Protektor,FM,3000.0,469000.0,2011
Circumstance,RATT.,454000.0,19000000.0,2011
The Other Woman,IFC,25400.0,427000.0,2011
Project Nim,RATT.,411000.0,19000000.0,2011
Rage (Rabia),STRAND,5600.0,403000.0,2011
The Human Resources Manager,FM,64000.0,329000.0,2011
Hesher,WHE,383000.0,19000000.0,2011
7 Khoon Maaf,UTV,270000.0,94700.0,2011
Another Happy Day,P4,8500.0,347000.0,2011
Singham,RELBIG.,351000.0,19000000.0,2011
The Mill and the Cross,KC,312000.0,30300.0,2011
Super,IFC,328000.0,19000000.0,2011
L'Amour Fou,IFC,312000.0,19000000.0,2011
Being Elmo: A Puppeteer's Journey,SD,304000.0,19000000.0,2011
In the Land of Blood and Honey,FD,304000.0,19000000.0,2011
Special Treatment,FRUN,8900.0,286000.0,2011
Illegal (2011),FM,700.0,289000.0,2011
The Interrupters,CGLD,282000.0,19000000.0,2011
Rascals,EROS,274000.0,19000000.0,2011
The Black Power Mix Tape: 1967-1975,IFC,274000.0,19000000.0,2011
Black Death,MAGN.,22600.0,243000.0,2011
Le Quattro Volte,LORB.,153000.0,103000.0,2011
Life in a Day,NGE,253000.0,19000000.0,2011
Caterpillar,LORB.,4200.0,248000.0,2011
Little Girl (La Pivellina),FRUN,1400.0,236000.0,2011
El Bulli: Cooking in Progress,AM,237000.0,19000000.0,2011
"If I Want to Whistle, I Whistle",FM,12100.0,220000.0,2011
Into the Abyss,IFC,224000.0,19000000.0,2011
HappyThankYouMorePlease,ANCH.,216000.0,19000000.0,2011
The Robber,KINO,83500.0,125000.0,2011
Henry's Crime,MPFT,103000.0,102000.0,2011
A Good Old Fashioned Orgy,GOLD.,200000.0,19000000.0,2011
Film Socialisme,LORB.,33000.0,159000.0,2011
Bol,EROS,189000.0,19000000.0,2011
Leap Year (2011),STRAND,13000.0,175000.0,2011
A Screaming Man,FM,9900.0,175000.0,2011
Jig,SCRE.,184000.0,19000000.0,2011
Nostalgia for the Light,ICAR.,164000.0,13700.0,2011
Anchor Baby,AGF,15800.0,161000.0,2011
Bellflower,OSCI.,168000.0,19000000.0,2011
Restless (2011),SPC,163000.0,19000000.0,2011
Road to Nowhere,MONT.,40300.0,121000.0,2011
Magic Trip,MAGN.,155000.0,19000000.0,2011
Eames: The Architect and the Painter,FRUN,153000.0,19000000.0,2011
Revenge of the Electric Car,A23,151000.0,19000000.0,2011
The Human Centipede 2: Full Sequence,IFC,142000.0,19000000.0,2011
Cold Weather,IFC,141000.0,19000000.0,2011
Game (2011),EROS,140000.0,19000000.0,2011
1911,VARI.,136000.0,19000000.0,2011
"Life, Above All",SPC,134000.0,19000000.0,2011
Tomboy (2011),DA.,130000.0,19000000.0,2011
Octubre,NYER,32100.0,96700.0,2011
The Arbor,STRAND,21600.0,105000.0,2011
Mysteries of Lisbon,MBOX,111000.0,14900.0,2011
Vidal Sassoon: The Movie,P4,86000.0,38600.0,2011
Trust (2011),MNE,120000.0,19000000.0,2011
Steve Jobs: The Lost Interview,MAGN.,106000.0,19000000.0,2011
Rubber,MAGN.,100000.0,19000000.0,2011
The Man Who Fell to Earth (35th anniversary re-issue),RIALTO,100000.0,19000000.0,2011
Chalo Dilli,EROS,94300.0,19000000.0,2011
The Whale,PALA.,81900.0,19000000.0,2011
Beautiful Boy,ANCH.,77200.0,19000000.0,2011
Puncture,MNE,68900.0,19000000.0,2011
A Beautiful Life,CL,66200.0,19000000.0,2011
"Tuesday, After Christmas",LORB.,27800.0,36200.0,2011
Viva Riva!,MBOX,61800.0,19000000.0,2011
Murder 2,EROS,59500.0,19000000.0,2011
Dirty Girl,WEIN.,55100.0,19000000.0,2011
Battleship Potemkin (2011 re-issue),KINO,51200.0,19000000.0,2011
Love U Mr. Kalakaar,EROS,48600.0,19000000.0,2011
Margaret,FOXS,46500.0,19000000.0,2011
"Happy, Happy",MAGN.,45200.0,19000000.0,2011
The Myth of the American Sleepover,IFC,41000.0,19000000.0,2011
Hell and Back Again,DF,40600.0,19000000.0,2011
Khodorkovsky,KL,39500.0,19000000.0,2011
Sleeping Beauty (2011) (II),IFC,36600.0,19000000.0,2011
My Kingdom (2011),CL,36500.0,19000000.0,2011
Love in Space,CL,34800.0,19000000.0,2011
Stake Land,IFC,33200.0,19000000.0,2011
Brotherhood (2011),P4,19700.0,12700.0,2011
The Son of No One,ANCH.,30700.0,19000000.0,2011
Muran,UTV,30100.0,19000000.0,2011
The Sleeping Beauty,STRAND,29100.0,19000000.0,2011
Tyrannosaur,STRAND,22300.0,19000000.0,2011
Ceremony,MAGN.,22300.0,19000000.0,2011
I'm Glad My Mother is Alive,STRAND,8700.0,13200.0,2011
Always Kabhi Kabhi,EROS,21400.0,19000000.0,2011
Empire of Silver,NEOC,1400000.0,19000.0,2011
5 Days of War,ANCH.,17500.0,19000000.0,2011
Aurora,CGLD,5700.0,5100.0,2011
Magic to Win,CL,10700.0,19000000.0,2011
Wrecked,IFC,8000.0,19000000.0,2011
My Piece of the Pie,IFC,6900.0,19000000.0,2011
I Melt With You,MAGN.,6400.0,19000000.0,2011
My Joy,KL,6300.0,19000000.0,2011
To Die Like a Man,STRAND,4000.0,900.0,2011
Blood Ties,ALP,2800.0,19000000.0,2011
Knuckle,VITA.,2600.0,19000000.0,2011
Main Street,MAGN.,2600.0,19000000.0,2011
"Love, Wedding, Marriage",IFC,1900.0,19000000.0,2011
An Invisible Sign,IFC,1300.0,19000000.0,2011
Marvel's The Avengers,BV,623400000.0,895500000.0,2012
Skyfall,SONY,304400000.0,804200000.0,2012
The Dark Knight Rises,WB,448100000.0,636800000.0,2012
The Hobbit: An Unexpected Journey,WB(NL),303000000.0,718100000.0,2012
Ice Age: Continental Drift,FOX,161300000.0,715900000.0,2012
The Twilight Saga: Breaking Dawn Part 2,LG/S,292300000.0,537400000.0,2012
The Amazing Spider-Man,SONY,262000000.0,495900000.0,2012
Madagascar 3: Europe's Most Wanted,P/DW,216400000.0,530500000.0,2012
The Hunger Games,LGF,408000000.0,286400000.0,2012
MIB 3,SONY,179000000.0,445000000.0,2012
Life of Pi,FOX,125000000.0,484000000.0,2012
Ted,UNI.,218800000.0,330600000.0,2012
Brave,BV,237300000.0,303200000.0,2012
Wreck-It Ralph,BV,189400000.0,281800000.0,2012
Les Miserables (2012),UNI.,148800000.0,293000000.0,2012
The Intouchables (U.S.-only),WEIN.,10200000.0,416400000.0,2012
Django Unchained,WEIN.,162800000.0,262600000.0,2012
Prometheus,FOX,126500000.0,276900000.0,2012
Snow White and the Huntsman,UNI.,155300000.0,241300000.0,2012
Taken 2,FOX,139900000.0,236300000.0,2012
Hotel Transylvania,SONY,148300000.0,210100000.0,2012
Dr. Seuss' The Lorax,UNI.,214000000.0,134800000.0,2012
Titanic 3D,PAR.,57900000.0,285700000.0,2012
Journey 2: The Mysterious Island,WB(NL),103900000.0,231400000.0,2012
The Expendables 2,LGF,85000000.0,229900000.0,2012
Rise of the Guardians,P/DW,103400000.0,203500000.0,2012
Wrath of the Titans,WB,83700000.0,221600000.0,2012
Battleship,UNI.,65400000.0,237600000.0,2012
John Carter,BV,73100000.0,211100000.0,2012
The Bourne Legacy,UNI.,113200000.0,162900000.0,2012
Lincoln,BV,182200000.0,93100000.0,2012
Dark Shadows,WB,79700000.0,165800000.0,2012
Resident Evil: Retribution,SGEM,42300000.0,197700000.0,2012
Silver Linings Playbook,WEIN.,132100000.0,104300000.0,2012
American Reunion,UNI.,57000000.0,178000000.0,2012
Argo,WB,136000000.0,96300000.0,2012
Jack Reacher,PAR.,80100000.0,138300000.0,2012
Safe House,UNI.,126400000.0,81700000.0,2012
21 Jump Street,SONY,138400000.0,63100000.0,2012
Total Recall (2012),SONY,58900000.0,139600000.0,2012
The Vow,SGEM,125000000.0,71100000.0,2012
Mirror Mirror,RELA.,64900000.0,118100000.0,2012
The Impossible,LG/S,19000000.0,161300000.0,2012
The Dictator,PAR.,59700000.0,119700000.0,2012
Looper,TRIS,66500000.0,110000000.0,2012
Magic Mike,WB,113700000.0,53500000.0,2012
Flight,PAR.,93800000.0,68000000.0,2012
Underworld Awakening,SGEM,62300000.0,97800000.0,2012
This Means War,FOX,54800000.0,101700000.0,2012
The Secret World of Arrietty,BV,19200000.0,126400000.0,2012
Paranormal Activity 4,PAR.,53900000.0,88900000.0,2012
Step Up Revolution,LG/S,35100000.0,105400000.0,2012
The Best Exotic Marigold Hotel,FOXS,46400000.0,90400000.0,2012
Zero Dark Thirty,SONY,95700000.0,37100000.0,2012
Ghost Rider: Spirit of Vengeance,SONY,51800000.0,80800000.0,2012
Cloud Atlas,WB,27100000.0,103400000.0,2012
The Woman in Black,CBS,54300000.0,73400000.0,2012
Chronicle (2012),FOX,64599999.0,62100000.0,2012
The Pirates! Band of Misfits,SONY,31100000.0,92000000.0,2012
Parental Guidance,FOX,77300000.0,42500000.0,2012
Abraham Lincoln: Vampire Hunter,FOX,37500000.0,79000000.0,2012
Pitch Perfect,UNI.,65000000.0,50300000.0,2012
Hope Springs,SONY,63500000.0,50700000.0,2012
ParaNorman,FOCUS,56000000.0,51100000.0,2012
The Campaign,WB,86900000.0,18000000.0,2012
Let the Bullets Fly,VARI.,63000.0,104300000.0,2012
Star Wars: Episode I - The Phantom Menace (in 3D),FOX,43500000.0,59300000.0,2012
Project X,WB,54700000.0,48000000.0,2012
The Devil Inside,PAR.,53300000.0,48500000.0,2012
The Lucky One,WB,60500000.0,38900000.0,2012
Contraband,UNI.,66500000.0,29700000.0,2012
Think Like a Man,SGEM,91500000.0,4500000.0,2012
This Is 40,UNI.,67500000.0,20500000.0,2012
The Inbetweeners Movie,WHE,36000.0,88000000.0,2012
The Possession,LGF,49100000.0,36300000.0,2012
What to Expect When You're Expecting,LGF,41200000.0,43200000.0,2012
The Thieves,WGUSA,686000.0,82800000.0,2012
Savages (2012),UNI.,47400000.0,35600000.0,2012
Frankenweenie,BV,35300000.0,46200000.0,2012
Act of Valor,RELA.,70000000.0,11300000.0,2012
Masquerade (2012),CJ,923000.0,79800000.0,2012
Sinister,LG/S,48100000.0,29600000.0,2012
The Grey,ORF,51600000.0,25700000.0,2012
Diary of a Wimpy Kid: Dog Days,FOX,49000000.0,28100000.0,2012
To Rome with Love,SPC,16700000.0,56600000.0,2012
Here Comes the Boom,SONY,45300000.0,27800000.0,2012
Finding Nemo (3D),BV,41100000.0,28200000.0,2012
Anna Karenina,FOCUS,12800000.0,56100000.0,2012
The Watch,FOX,35400000.0,32900000.0,2012
Moonrise Kingdom,FOCUS,45500000.0,22800000.0,2012
Tyler Perry's Madea's Witness Protection,LGF,65700000.0,1200000.0,2012
The Cabin in the Woods,LGF,42100000.0,24400000.0,2012
Beauty and the Beast (3D),BV,47600000.0,14400000.0,2012
Rock of Ages,WB(NL),38500000.0,20900000.0,2012
That's My Boy,SONY,36900000.0,20800000.0,2012
The Odd Life of Timothy Green,BV,51900000.0,4200000.0,2012
The Three Stooges,FOX,44300000.0,10500000.0,2012
The Five-Year Engagement,UNI.,28800000.0,25100000.0,2012
Lawless,WEIN.,37400000.0,16300000.0,2012
Silent Hill: Revelation 3D,ORF,17500000.0,34800000.0,2012
Red Tails,FOX,49900000.0,489000.0,2012
"Monsters, Inc. (3D)",BV,34000000.0,16200000.0,2012
Trouble with the Curve,WB,35800000.0,13200000.0,2012
Little White Lies,MPI,206000.0,48300000.0,2012
End of Watch,ORF,41000000.0,7100000.0,2012
Man on a Ledge,LG/S,18600000.0,27600000.0,2012
Red Dawn (2012),FD,44800000.0,19000000.0,2012
House at the End of The Street,RELA.,31600000.0,12700000.0,2012
The Guilt Trip,PAR.,37100000.0,4700000.0,2012
A Werewolf Boy,CJ,343000.0,41300000.0,2012
Safe (2012),LGF,17100000.0,23200000.0,2012
Killing Them Softly,WEIN.,15000000.0,22900000.0,2012
Chernobyl Diaries,WB,18100000.0,19000000.0,2012
One For the Money,LGF,26400000.0,10500000.0,2012
Dredd,LGF,13400000.0,22200000.0,2012
Tyler Perry's Good Deeds,LGF,35000000.0,553000.0,2012
Arbitrage,RATT.,7900000.0,27600000.0,2012
Chimpanzee,BV,29000000.0,5900000.0,2012
Alex Cross,LG/S,25900000.0,8700000.0,2012
Salmon Fishing in the Yemen,CBS,9000000.0,25500000.0,2012
Fetih 1453: The Conquest of Constantinople,NEOC,35700.0,34400000.0,2012
Cirque Du Soleil: Worlds Away,PAR.,12500000.0,21600000.0,2012
The Perks of Being a Wallflower,LG/S,17700000.0,15600000.0,2012
Haywire,RELA.,18900000.0,14400000.0,2012
Katy Perry: Part of Me,PAR.,25300000.0,7400000.0,2012
Lockout,FD,14300000.0,17900000.0,2012
Joyful Noise,WB,30900000.0,226000.0,2012
Premium Rush,SONY,20300000.0,10800000.0,2012
The Raven,RELA.,16000000.0,13600000.0,2012
Rowdy Rathore,UTV,777000.0,28600000.0,2012
Dragon (2012),RTWC,11100.0,29100000.0,2012
Bol Bachchan,FIP,1200000.0,27600000.0,2012
The Master,WEIN.,16399999.0,11900000.0,2012
Rust and Bone,SPC,2100000.0,23700000.0,2012
Big Miracle,UNI.,20200000.0,4600000.0,2012
Sparkle (2012),TRIS,24400000.0,240000.0,2012
To the Arctic (IMAX),WB,14600000.0,9100000.0,2012
Hitchcock,FOXS,6000000.0,17600000.0,2012
A Thousand Words,P/DW,18500000.0,3600000.0,2012
Wanderlust,UNI.,17500000.0,4200000.0,2012
Beasts of the Southern Wild,FOXS,12800000.0,8300000.0,2012
Polisse,IFC,211000.0,20200000.0,2012
Amour,SPC,6700000.0,13100000.0,2012
The Man with the Iron Fists,UNI.,15600000.0,4099999.0,2012
Solomon Kane,RTWC,1400000.0,19600000.0,2012
Seven Psychopaths,CBS,15000000.0,4400000.0,2012
Gone,LG/S,11700000.0,6400000.0,2012
Norwegian Wood,RF,13000.0,17600000.0,2012
The Cold Light of Day,LG/S,3800000.0,13100000.0,2012
My Way (2012),CJ,70200.0,16500000.0,2012
Tomorrow When the War Began,FREE,4900.0,16500000.0,2012
We Have a Pope,IFC,548000.0,15600000.0,2012
Headhunters,MAGN.,1200000.0,14500000.0,2012
Hit and Run,ORF,13700000.0,704000.0,2012
War of the Buttons (2012),WEIN.,47800.0,13800000.0,2012
Red Lights (2012),MNE,52600.0,13500000.0,2012
The Words,CBS,11500000.0,1700000.0,2012
Playing for Keeps,FD,13100000.0,19000000.0,2012
Silent House,ORF,12800000.0,347000.0,2012
Friends with Kids,RATT.,7300000.0,5800000.0,2012
The Well-Digger's Daughter,KL,386000.0,12200000.0,2012
Klown,DRFT.,68800.0,12400000.0,2012
People Like Us,BV,12400000.0,19000000.0,2012
Seeking Justice,ANCH.,412000.0,11900000.0,2012
Bachelorette,RTWC,448000.0,11500000.0,2012
This Must Be the Place,WEIN.,144000.0,11600000.0,2012
Fun Size,PAR.,9400000.0,2000000.0,2012
Rec 3: Genesis,MAGN.,9600.0,10100000.0,2012
Delicacy,COHEN,499000.0,9200000.0,2012
Seeking a Friend for the End of the World,FOCUS,7100000.0,2600000.0,2012
The Apparition,WB,4900000.0,4700000.0,2012
For Greater Glory,ARCENT,5700000.0,4000000.0,2012
Hysteria,SPC,1800000.0,7700000.0,2012
Bernie,MNE,9200000.0,19000000.0,2012
The Sessions,FOXS,6000000.0,3100000.0,2012
Ruby Sparks,FOXS,2500000.0,6600000.0,2012
Hyde Park on Hudson,FOCUS,6400000.0,2500000.0,2012
On the Road,IFC,744000.0,8000000.0,2012
Boy (2012),PALUNI,256000.0,8400000.0,2012
Piranha 3DD,W/DIM.,377000.0,8100000.0,2012
Easy Money (2012),WEIN.,206000.0,8199999.0,2012
Space Dogs 3D,EPICPICS,14400.0,8300000.0,2012
Bel Ami,MAGN.,120000.0,8199999.0,2012
Promised Land (2012),FOCUS,7600000.0,541000.0,2012
Iron Sky,EONE,122000.0,8000000.0,2012
Casa De Mi Padre,LGF,5900000.0,2100000.0,2012
Heroine,UTV,599000.0,7400000.0,2012
A Royal Affair,MAGN.,1500000.0,6000000.0,2012
All Together,KL,43200.0,7200000.0,2012
My Worst Nightmare,STRAND,22000.0,7100000.0,2012
The Collection,LD,6800000.0,19000000.0,2012
Monsieur Lazhar (U.S.-only),MBOX,2000000.0,4600000.0,2012
Goon,MAGN.,4200000.0,2300000.0,2012
Cosmopolis,EONE,764000.0,5300000.0,2012
Chasing Mavericks,FOX,6000000.0,600.0,2012
Declaration of War,IFC,59100.0,5800000.0,2012
Puella Magi Madoka Magica the Movie,ELEV.,180000.0,5600000.0,2012
Albert Nobbs,RATT.,3000000.0,2600000.0,2012
In Darkness,SPC,1000000.0,4500000.0,2012
Won't Back Down,FOX,5300000.0,19000000.0,2012
Farewell My Queen,COHEN,1600000.0,3700000.0,2012
The Tall Man,IMAG.,1400000.0,5200000.0,2012
Girl in Progress,LGF,2600000.0,2000000.0,2012
"Jeff, Who Lives at Home",PARV,4300000.0,148000.0,2012
Barbara,AF,1000000.0,3100000.0,2012
The Raid: Redemption,SPC,4099999.0,19000000.0,2012
Safety Not Guaranteed,FD,4000000.0,19000000.0,2012
Nitro Circus the Movie 3D,ARCENT,3400000.0,526000.0,2012
"Lula, Son of Brazil",NYER,1400000.0,3800000.0,2012
The Lady,COHEN,355000.0,3400000.0,2012
Branded,RATT.,354000.0,3400000.0,2012
The Rabbi's Cat,GK,23400.0,3700000.0,2012
Searching for Sugar Man,SPC,3700000.0,19000000.0,2012
Killer Joe,LD,2000000.0,1700000.0,2012
Hara-Kiri: Death of a Samurai,TRIB.,75700.0,3400000.0,2012
Robot & Frank,GOLD.,3300000.0,19000000.0,2012
Raiders of the Lost Ark (IMAX),PAR.,3100000.0,19000000.0,2012
Celeste and Jesse Forever,SPC,3100000.0,19000000.0,2012
Jab Tak Hai Jaan,YASH,3000000.0,19000000.0,2012
Intruders,MNE,69100.0,2900000.0,2012
Talaash,RELBIG.,2900000.0,19000000.0,2012
Barfi!,UTV,2800000.0,19000000.0,2012
A Simple Life,CL,192000.0,2600000.0,2012
Samsara,OSCI.,2700000.0,19000000.0,2012
Simon and the Oaks,TFA,151000.0,2400000.0,2012
Jiro Dreams of Sushi,MAGN.,2600000.0,19000000.0,2012
Dabangg 2,EROS,2500000.0,19000000.0,2012
Kid With a Bike,IFC,1500000.0,1000000.0,2012
The Queen of Versailles,MAGN.,2400000.0,19000000.0,2012
Ek Tha Tiger,YASH,2300000.0,19000000.0,2012
Chico & Rita,GK,351000.0,1900000.0,2012
Stolen (2012),MNE,304000.0,1800000.0,2012
Footnote,SPC,2000000.0,19000000.0,2012
The Imposter,IM,898000.0,1100000.0,2012
Agneepath,EROS,2000000.0,19000000.0,2012
The Day I Saw Your Heart,FM,3500.0,2000000.0,2012
English Vinglish,EROS,1900000.0,19000000.0,2012
Housefull 2,EROS,1800000.0,19000000.0,2012
The Cup (2012),MYR.,1400000.0,1800000.0,2012
Tales of the Night,GK,11000.0,1700000.0,2012
Beloved (2012),IFC,138000.0,1500000.0,2012
360,MAGN.,100000.0,1600000.0,2012
2 Days in New York,MAGN.,633000.0,1000000.0,2012
Your Sister's Sister,IFC,1600000.0,19000000.0,2012
Hermano,MBOX,29900.0,1600000.0,2012
Lay the Favorite,RTWC,21000.0,1600000.0,2012
Soldiers of Fortune,RATT.,38900.0,1500000.0,2012
A Late Quartet,EONE,1600000.0,19000000.0,2012
I Wish,MAGN.,146000.0,1400000.0,2012
The Salt of Life,ZEIT.,317000.0,1200000.0,2012
Chicken with Plums,SPC,254000.0,1200000.0,2012
Marley,MAGN.,1400000.0,19000000.0,2012
The Paperboy,MNE,693000.0,661000.0,2012
Chasing Ice,SD,1300000.0,19000000.0,2012
Unforgivable,STRAND,154000.0,1200000.0,2012
A Little Bit of Heaven,MNE,15400.0,1300000.0,2012
The Other Son,COHEN,1300000.0,19000000.0,2012
Meerkats,NGE,778000.0,482000.0,2012
"For a Good Time, Call...",FOCUS,1300000.0,19000000.0,2012
Take This Waltz,MAGN.,1200000.0,19000000.0,2012
Cocktail (2012),EROS,1200000.0,19000000.0,2012
Once Upon a Time in Anatolia,CGLD,152000.0,1000000.0,2012
Ek Main Aur Ekk Tu,UTV,1200000.0,19000000.0,2012
The Deep Blue Sea,MBOX,1100000.0,19000000.0,2012
Coriolanus,WEIN.,757000.0,315000.0,2012
Diana Vreeland: The Eye Has to Travel,GOLD.,1000000.0,19000000.0,2012
First Position,IFC,1000000.0,19000000.0,2012
Damsels in Distress,SPC,1000000.0,19000000.0,2012
Rampart,MNE,973000.0,19000000.0,2012
Elles,KL,158000.0,754000.0,2012
W.E.,WEIN.,583000.0,285000.0,2012
Breathing,KL,4600.0,803000.0,2012
Darling Companion,SPC,794000.0,19000000.0,2012
Teri Meri Kahaani,EROS,781000.0,19000000.0,2012
Son of Sardaar,EROS,772000.0,19000000.0,2012
Agent Vinod,EROS,698000.0,19000000.0,2012
Student of the Year,EROS,670000.0,19000000.0,2012
